"Source","Target","weight","jaccard","ra","pa","cn","salton","hubprom","hubdep","sorensen","lhn","AdamAdar","cosine_similarity","pearson_similarity"
10,56,1,0.28,0.433003712186106,2232,23,0.486833820167397,0.370967741935484,0.638888888888889,0.404255319148936,0.0103046594982079,5.95532681589877,0.98895,0.99214
10,57,1,0.188,0.314685902967285,2542,18,0.357013576691109,0.290322580645161,0.439024390243902,0.282828282828283,0.00708103855232101,4.58814480347815,0.98598,0.99015
10,59,1,0.158,0.193951872553635,1736,14,0.336010752516124,0.225806451612903,0.5,0.232558139534884,0.00806451612903226,3.57894655326577,0.98739,0.99026
10,60,1,0.25,0.267142163934924,1426,17,0.45018307013252,0.274193548387097,0.739130434782609,0.36144578313253,0.0119214586255259,4.16887836130435,0.98773,0.99125
10,70,1,0.266,0.362012030033647,2356,21,0.432644962800923,0.338709677419355,0.552631578947368,0.387755102040816,0.00891341256366723,5.22730931375493,0.98835,0.99183
10,71,1,0.155,0.164800854709561,1364,13,0.351994734698024,0.209677419354839,0.590909090909091,0.225,0.00953079178885631,3.3429552120058,0.98594,0.98965
10,73,1,0.178,0.220687270716534,1612,15,0.373601611040038,0.241935483870968,0.576923076923077,0.261904761904762,0.00930521091811414,3.87963872885247,0.98694,0.99067
10,74,1,0.207,0.253937178166984,2418,19,0.38638962152149,0.306451612903226,0.487179487179487,0.309278350515464,0.00785773366418528,4.67412722275535,0.98797,0.99049
10,75,1,0.183,0.328154946629414,2294,17,0.354937768530212,0.274193548387097,0.459459459459459,0.273684210526316,0.00741063644289451,4.45661300338324,0.98763,0.99125
10,77,1,0.232,0.415576363243898,1426,16,0.423701713065901,0.258064516129032,0.695652173913043,0.337349397590361,0.0112201963534362,4.37875056027526,0.98694,0.99084
10,83,1,0.176,0.18771015398571,1550,13,0.330200330200495,0.209677419354839,0.52,0.258823529411765,0.00838709677419355,3.1505723692084,0.98734,0.99039
10,85,1,0.256,0.388154668365702,2232,20,0.423333756667302,0.32258064516129,0.555555555555556,0.375,0.00896057347670251,5.10695098655871,0.98755,0.99045
100,115,1,0.189,0.0803393796985499,480,7,0.319504825211347,0.291666666666667,0.35,0.238095238095238,0.0145833333333333,1.82016276426179,0.99999,0.99999
100,121,1,0.143,0.0233578131374949,240,6,0.387298334620742,0.25,0.6,0.133333333333333,0.025,1.93951214274445,0.99996,0.99996
100,145,1,0.194,0.0770788411711702,456,7,0.327805034053593,0.291666666666667,0.368421052631579,0.24390243902439,0.0153508771929825,1.8074755480651,0.99996,0.99996
100,195,1,0.094,0.027027027027027,264,3,0.184637236468999,0.125,0.272727272727273,0.0606060606060606,0.0113636363636364,0.906253854297107,0.99993,0.99994
